id,word,part_of_speech,cefr_level,phonetic_uk,phonetic_us,thai_meaning,example_sentence,example_translation,category,distractors,audio_key,note,raw_entry
2691,command,"n., v.",B2,,,,,,General,,command,,"command n., v."
2692,commission,"n., v.",B2,,,,,,General,,commission,,"commission n., v."
2693,commitment,n.,B2,,,,,,General,,commitment,,commitment n.
2694,committee,n.,B2,,,,,,General,,committee,,committee n.
2695,commonly,adv.,B2,,,,,,General,,commonly,,commonly adv.
2696,complex,n.,B2,,,,,,General,,complex,,complex n.
2697,complicated,adj.,B2,,,,,,General,,complicated,,complicated adj.
2698,component,n.,B2,,,,,,General,,component,,component n.
2699,concentration,n.,B2,,,,,,General,,concentration,,concentration n.
2700,concept,n.,B2,,,,,,General,,concept,,concept n.
2701,concern,"n., v.",B2,,,,,,General,,concern,,"concern n., v."
2702,concerned,adj.,B2,,,,,,General,,concerned,,concerned adj.
2703,conduct,"v., n.",B2,,,,,,General,,conduct,,"conduct v., n."
2704,confidence,n.,B2,,,,,,General,,confidence,,confidence n.
2705,conflict,"n., v.",B2,,,,,,General,,conflict,,"conflict n., v."
2706,confusing,adj.,B2,,,,,,General,,confusing,,confusing adj.
2707,conscious,adj.,B2,,,,,,General,,conscious,,conscious adj.
2708,conservative,"adj., n.",B2,,,,,,General,,conservative,,"conservative adj., n."
2709,consideration,n.,B2,,,,,,General,,consideration,,consideration n.
2710,consistent,adj.,B2,,,,,,General,,consistent,,consistent adj.
2711,constant,adj.,B2,,,,,,General,,constant,,constant adj.
2712,constantly,adv.,B2,,,,,,General,,constantly,,constantly adv.
2713,construct,v.,B2,,,,,,General,,construct,,construct v.
2714,construction,n.,B2,,,,,,General,,construction,,construction n.
2715,contemporary,adj.,B2,,,,,,General,,contemporary,,contemporary adj.
2716,contest,"n., v.",B2,,,,,,General,,contest,,"contest n., v."
2717,contract,"n., v.",B2,,,,,,General,,contract,,"contract n., v."
2718,contribute,v.,B2,,,,,,General,,contribute,,contribute v.
2719,contribution,n.,B2,,,,,,General,,contribution,,contribution n.
2720,convert,v.,B2,,,,,,General,,convert,,convert v.
2721,convinced,adj.,B2,,,,,,General,,convinced,,convinced adj.
2722,core,"n., adj.",B2,,,,,,General,,core,,"core n., adj."
2723,corporate,adj.,B2,,,,,,General,,corporate,,corporate adj.
2724,council,n.,B2,,,,,,General,,council,,council n.
2725,county,n.,B2,,,,,,General,,county,,county n.
2726,courage,n.,B2,,,,,,General,,courage,,courage n.
2727,crash,"n., v.",B2,,,,,,General,,crash,,"crash n., v."
2728,creation,n.,B2,,,,,,General,,creation,,creation n.
2729,creature,n.,B2,,,,,,General,,creature,,creature n.
2730,credit,v.,B2,,,,,,General,,credit,,credit v.
2731,crew,n.,B2,,,,,,General,,crew,,crew n.
2732,crisis,n.,B2,,,,,,General,,crisis,,crisis n.
2733,criterion,n.,B2,,,,,,General,,criterion,,criterion n.
2734,critic,n.,B2,,,,,,General,,critic,,critic n.
2735,critical,adj.,B2,,,,,,General,,critical,,critical adj.
2736,criticism,n.,B2,,,,,,General,,criticism,,criticism n.
2737,criticize,v.,B2,,,,,,General,,criticize,,criticize v.
2738,crop,n.,B2,,,,,,General,,crop,,crop n.
2739,crucial,adj.,B2,,,,,,General,,crucial,,crucial adj.
2740,cry,n.,B2,,,,,,General,,cry,,cry n.
2741,cure,"v., n.",B2,,,,,,General,,cure,,"cure v., n."
2742,current,n.,B2,,,,,,General,,current,,current n.
2743,curve,"n., v.",B2,,,,,,General,,curve,,"curve n., v."
2744,curved,adj.,B2,,,,,,General,,curved,,curved adj.
2745,date,v.,B2,,,,,,General,,date,,date v.
2746,debate,"n., v.",B2,,,,,,General,,debate,,"debate n., v."
2747,debt,n.,B2,,,,,,General,,debt,,debt n.
2748,decent,adj.,B2,,,,,,General,,decent,,decent adj.
2749,declare,v.,B2,,,,,,General,,declare,,declare v.
2750,decline,"v., n.",B2,,,,,,General,,decline,,"decline v., n."
2751,decoration,n.,B2,,,,,,General,,decoration,,decoration n.
2752,decrease,"v., n.",B2,,,,,,General,,decrease,,"decrease v., n."
2753,deeply,adv.,B2,,,,,,General,,deeply,,deeply adv.
2754,defeat,"v., n.",B2,,,,,,General,,defeat,,"defeat v., n."
2755,defence,n.,B2,,,,,,General,,defence,,defence n.
2756,defend,v.,B2,,,,,,General,,defend,,defend v.
2757,delay,"v., n.",B2,,,,,,General,,delay,,"delay v., n."
2758,deliberate,adj.,B2,,,,,,General,,deliberate,,deliberate adj.
2759,deliberately,adv.,B2,,,,,,General,,deliberately,,deliberately adv.
2760,delight,"v., n.",B2,,,,,,General,,delight,,"delight v., n."
2761,delighted,adj.,B2,,,,,,General,,delighted,,delighted adj.
2762,delivery,n.,B2,,,,,,General,,delivery,,delivery n.
2763,demand,"n., v.",B2,,,,,,General,,demand,,"demand n., v."
2764,demonstrate,v.,B2,,,,,,General,,demonstrate,,demonstrate v.
2765,deny,v.,B2,,,,,,General,,deny,,deny v.
2766,depressed,adj.,B2,,,,,,General,,depressed,,depressed adj.
2767,depressing,adj.,B2,,,,,,General,,depressing,,depressing adj.
2768,depth,n.,B2,,,,,,General,,depth,,depth n.
2769,desert,v.,B2,,,,,,General,,desert,,desert v.
2770,deserve,v.,B2,,,,,,General,,deserve,,deserve v.
2771,desire,"n., v.",B2,,,,,,General,,desire,,"desire n., v."
2772,desperate,adj.,B2,,,,,,General,,desperate,,desperate adj.
2773,detail,v.,B2,,,,,,General,,detail,,detail v.
2774,detailed,adj.,B2,,,,,,General,,detailed,,detailed adj.
2775,detect,v.,B2,,,,,,General,,detect,,detect v.
2776,dig,v.,B2,,,,,,General,,dig,,dig v.
2777,disc,n.,B2,,,,,,General,,disc,,disc n.
2778,discipline,n.,B2,,,,,,General,,discipline,,discipline n.
2779,discount,v.,B2,,,,,,General,,discount,,discount v.
2780,dishonest,adj.,B2,,,,,,General,,dishonest,,dishonest adj.
2781,dismiss,v.,B2,,,,,,General,,dismiss,,dismiss v.
2782,display,"v., n.",B2,,,,,,General,,display,,"display v., n."
2783,distribute,v.,B2,,,,,,General,,distribute,,distribute v.
2784,distribution,n.,B2,,,,,,General,,distribution,,distribution n.
2785,district,n.,B2,,,,,,General,,district,,district n.
2786,divide,n.,B2,,,,,,General,,divide,,divide n.
2787,division,n.,B2,,,,,,General,,division,,division n.
2788,document,v.,B2,,,,,,General,,document,,document v.
2789,domestic,adj.,B2,,,,,,General,,domestic,,domestic adj.
2790,dominate,v.,B2,,,,,,General,,dominate,,dominate v.
2791,downwards,adv.,B2,,,,,,General,,downwards,,downwards adv.
2792,dozen,"n., det.",B2,,,,,,General,,dozen,,"dozen n., det."
2793,draft,"n., v.",B2,,,,,,General,,draft,,"draft n., v."
2794,drag,v.,B2,,,,,,General,,drag,,drag v.
2795,dramatic,adj.,B2,,,,,,General,,dramatic,,dramatic adj.
2796,edit,v.,B2,,,,,,General,,edit,,edit v.
2797,edition,n.,B2,,,,,,General,,edition,,edition n.
2798,efficient,adj.,B2,,,,,,General,,efficient,,efficient adj.
2799,elderly,adj.,B2,,,,,,General,,elderly,,elderly adj.
2800,elect,v.,B2,,,,,,General,,elect,,elect v.
2801,elsewhere,adv.,B2,,,,,,General,,elsewhere,,elsewhere adv.
2802,emerge,v.,B2,,,,,,General,,emerge,,emerge v.
2803,emotional,adj.,B2,,,,,,General,,emotional,,emotional adj.
2804,emphasis,n.,B2,,,,,,General,,emphasis,,emphasis n.
2805,emphasize,v.,B2,,,,,,General,,emphasize,,emphasize v.
2806,enable,v.,B2,,,,,,General,,enable,,enable v.
2807,encounter,"v., n.",B2,,,,,,General,,encounter,,"encounter v., n."
2808,engage,v.,B2,,,,,,General,,engage,,engage v.
2809,enhance,v.,B2,,,,,,General,,enhance,,enhance v.
2810,enquiry,n.,B2,,,,,,General,,enquiry,,enquiry n.
2811,ensure,v.,B2,,,,,,General,,ensure,,ensure v.
2812,enthusiasm,n.,B2,,,,,,General,,enthusiasm,,enthusiasm n.
2813,enthusiastic,adj.,B2,,,,,,General,,enthusiastic,,enthusiastic adj.
2814,entire,adj.,B2,,,,,,General,,entire,,entire adj.
2815,entirely,adv.,B2,,,,,,General,,entirely,,entirely adv.
2816,equal,n.,B2,,,,,,General,,equal,,equal n.
2817,establish,v.,B2,,,,,,General,,establish,,establish v.
2818,estate,n.,B2,,,,,,General,,estate,,estate n.
2819,estimate,"v., n.",B2,,,,,,General,,estimate,,"estimate v., n."
2820,ethical,adj.,B2,,,,,,General,,ethical,,ethical adj.
2821,evaluate,v.,B2,,,,,,General,,evaluate,,evaluate v.
2822,even,adj.,B2,,,,,,General,,even,,even adj.
2823,evil,"adj., n.",B2,,,,,,General,,evil,,"evil adj., n."
2824,examination,n.,B2,,,,,,General,,examination,,examination n.
2825,excuse,"n., v.",B2,,,,,,General,,excuse,,"excuse n., v."
2826,executive,"n., adj.",B2,,,,,,General,,executive,,"executive n., adj."
2827,existence,n.,B2,,,,,,General,,existence,,existence n.
2828,expectation,n.,B2,,,,,,General,,expectation,,expectation n.
2829,expense,n.,B2,,,,,,General,,expense,,expense n.
2830,exploration,n.,B2,,,,,,General,,exploration,,exploration n.
2831,expose,v.,B2,,,,,,General,,expose,,expose v.
2832,extend,v.,B2,,,,,,General,,extend,,extend v.
2833,extent,n.,B2,,,,,,General,,extent,,extent n.
2834,external,adj.,B2,,,,,,General,,external,,external adj.
2835,extraordinary,adj.,B2,,,,,,General,,extraordinary,,extraordinary adj.
2836,extreme,n.,B2,,,,,,General,,extreme,,extreme n.
2837,facility,n.,B2,,,,,,General,,facility,,facility n.
2838,failure,n.,B2,,,,,,General,,failure,,failure n.
2839,faith,n.,B2,,,,,,General,,faith,,faith n.
2840,fault,n.,B2,,,,,,General,,fault,,fault n.
2841,favour,v.,B2,,,,,,General,,favour,,favour v.
2842,feather,n.,B2,,,,,,General,,feather,,feather n.
2843,fee,n.,B2,,,,,,General,,fee,,fee n.
2844,feed,n.,B2,,,,,,General,,feed,,feed n.
2845,feedback,n.,B2,,,,,,General,,feedback,,feedback n.
2846,feel,n.,B2,,,,,,General,,feel,,feel n.
2847,fellow,adj.,B2,,,,,,General,,fellow,,fellow adj.
2848,figure,v.,B2,,,,,,General,,figure,,figure v.
2849,file,v.,B2,,,,,,General,,file,,file v.
2850,finance,"n., v.",B2,,,,,,General,,finance,,"finance n., v."
2851,finding,n.,B2,,,,,,General,,finding,,finding n.
2852,firm,n.,B2,,,,,,General,,firm,,firm n.
2853,fix,n.,B2,,,,,,General,,fix,,fix n.
2854,flame,n.,B2,,,,,,General,,flame,,flame n.
2855,flash,"n., v.",B2,,,,,,General,,flash,,"flash n., v."
2856,flexible,adj.,B2,,,,,,General,,flexible,,flexible adj.
2857,float,v.,B2,,,,,,General,,float,,float v.
2858,fold,n.,B2,,,,,,General,,fold,,fold n.
2859,folding,adj.,B2,,,,,,General,,folding,,folding adj.
2860,following,prep.,B2,,,,,,General,,following,,following prep.
2861,forgive,v.,B2,,,,,,General,,forgive,,forgive v.
2862,former,adj.,B2,,,,,,General,,former,,former adj.
2863,fortune,n.,B2,,,,,,General,,fortune,,fortune n.
2864,forward,adj.,B2,,,,,,General,,forward,,forward adj.
2865,found,v.,B2,,,,,,General,,found,,found v.
2866,free,v.,B2,,,,,,General,,free,,free v.
2867,freedom,n.,B2,,,,,,General,,freedom,,freedom n.
2868,frequency,n.,B2,,,,,,General,,frequency,,frequency n.
2869,fuel,v.,B2,,,,,,General,,fuel,,fuel v.
2870,fully,adv.,B2,,,,,,General,,fully,,fully adv.
2871,function,v.,B2,,,,,,General,,function,,function v.
2872,fund,"n., v.",B2,,,,,,General,,fund,,"fund n., v."
2873,fundamental,adj.,B2,,,,,,General,,fundamental,,fundamental adj.
2874,funding,n.,B2,,,,,,General,,funding,,funding n.
2875,furthermore,adv.,B2,,,,,,General,,furthermore,,furthermore adv.
2876,gain,"v., n.",B2,,,,,,General,,gain,,"gain v., n."
2877,gang,n.,B2,,,,,,General,,gang,,gang n.
2878,generate,v.,B2,,,,,,General,,generate,,generate v.
2879,genre,n.,B2,,,,,,General,,genre,,genre n.
2880,govern,v.,B2,,,,,,General,,govern,,govern v.
2881,grab,v.,B2,,,,,,General,,grab,,grab v.
2882,grade,v.,B2,,,,,,General,,grade,,grade v.
2883,gradually,adv.,B2,,,,,,General,,gradually,,gradually adv.
2884,grand,adj.,B2,,,,,,General,,grand,,grand adj.
2885,grant,"v., n.",B2,,,,,,General,,grant,,"grant v., n."
2886,guarantee,"v., n.",B2,,,,,,General,,guarantee,,"guarantee v., n."
2887,handle,"v., n.",B2,,,,,,General,,handle,,"handle v., n."
2888,harm,"n., v.",B2,,,,,,General,,harm,,"harm n., v."
2889,harmful,adj.,B2,,,,,,General,,harmful,,harmful adj.
2890,hearing,n.,B2,,,,,,General,,hearing,,hearing n.
2891,heaven,n.,B2,,,,,,General,,heaven,,heaven n.
2892,heel,n.,B2,,,,,,General,,heel,,heel n.
2893,hell,n.,B2,,,,,,General,,hell,,hell n.
2894,hesitate,v.,B2,,,,,,General,,hesitate,,hesitate v.
2895,high,n.,B2,,,,,,General,,high,,high n.
2896,hire,n.,B2,,,,,,General,,hire,,hire n.
2897,hold,n.,B2,,,,,,General,,hold,,hold n.
2898,hollow,adj.,B2,,,,,,General,,hollow,,hollow adj.
2899,holy,adj.,B2,,,,,,General,,holy,,holy adj.
2900,honour,"n., v.",B2,,,,,,General,,honour,,"honour n., v."
2901,host,v.,B2,,,,,,General,,host,,host v.
2902,house,v.,B2,,,,,,General,,house,,house v.
2903,household,n.,B2,,,,,,General,,household,,household n.
2904,housing,n.,B2,,,,,,General,,housing,,housing n.
2905,humorous,adj.,B2,,,,,,General,,humorous,,humorous adj.
2906,humour,n.,B2,,,,,,General,,humour,,humour n.
2907,hunt,n.,B2,,,,,,General,,hunt,,hunt n.
2908,hunting,n.,B2,,,,,,General,,hunting,,hunting n.
2909,hurt,n.,B2,,,,,,General,,hurt,,hurt n.
2910,ideal,n.,B2,,,,,,General,,ideal,,ideal n.
2911,illustrate,v.,B2,,,,,,General,,illustrate,,illustrate v.
2912,illustration,n.,B2,,,,,,General,,illustration,,illustration n.
2913,imagination,n.,B2,,,,,,General,,imagination,,imagination n.
2914,impatient,adj.,B2,,,,,,General,,impatient,,impatient adj.
2915,imply,v.,B2,,,,,,General,,imply,,imply v.
2916,impose,v.,B2,,,,,,General,,impose,,impose v.
2917,impress,v.,B2,,,,,,General,,impress,,impress v.
2918,impressed,adj.,B2,,,,,,General,,impressed,,impressed adj.
2919,inch,n.,B2,,,,,,General,,inch,,inch n.
2920,incident,n.,B2,,,,,,General,,incident,,incident n.
2921,income,n.,B2,,,,,,General,,income,,income n.
2922,increasingly,adv.,B2,,,,,,General,,increasingly,,increasingly adv.
2923,industrial,adj.,B2,,,,,,General,,industrial,,industrial adj.
2924,infection,n.,B2,,,,,,General,,infection,,infection n.
2925,inform,v.,B2,,,,,,General,,inform,,inform v.
2926,initial,adj.,B2,,,,,,General,,initial,,initial adj.
2927,initially,adv.,B2,,,,,,General,,initially,,initially adv.
2928,initiative,n.,B2,,,,,,General,,initiative,,initiative n.
2929,inner,adj.,B2,,,,,,General,,inner,,inner adj.
2930,insight,n.,B2,,,,,,General,,insight,,insight n.
2931,insist,v.,B2,,,,,,General,,insist,,insist v.
2932,inspire,v.,B2,,,,,,General,,inspire,,inspire v.
2933,install,v.,B2,,,,,,General,,install,,install v.
2934,instance,n.,B2,,,,,,General,,instance,,instance n.
2935,institute,n.,B2,,,,,,General,,institute,,institute n.
2936,institution,n.,B2,,,,,,General,,institution,,institution n.
2937,insurance,n.,B2,,,,,,General,,insurance,,insurance n.
2938,intended,adj.,B2,,,,,,General,,intended,,intended adj.
2939,intense,adj.,B2,,,,,,General,,intense,,intense adj.
2940,internal,adj.,B2,,,,,,General,,internal,,internal adj.
2941,interpret,v.,B2,,,,,,General,,interpret,,interpret v.
2942,interrupt,v.,B2,,,,,,General,,interrupt,,interrupt v.
2943,investigation,n.,B2,,,,,,General,,investigation,,investigation n.
2944,investment,n.,B2,,,,,,General,,investment,,investment n.
2945,issue,v.,B2,,,,,,General,,issue,,issue v.
2946,joy,n.,B2,,,,,,General,,joy,,joy n.
2947,judgement,n.,B2,,,,,,General,,judgement,,judgement n.
2948,junior,adj.,B2,,,,,,General,,junior,,junior adj.
2949,justice,n.,B2,,,,,,General,,justice,,justice n.
2950,justify,v.,B2,,,,,,General,,justify,,justify v.
2951,labour,n.,B2,,,,,,General,,labour,,labour n.
2952,landscape,n.,B2,,,,,,General,,landscape,,landscape n.
2953,largely,adv.,B2,,,,,,General,,largely,,largely adv.
2954,latest,n.,B2,,,,,,General,,latest,,latest n.
2955,launch,"v., n.",B2,,,,,,General,,launch,,"launch v., n."
2956,leadership,n.,B2,,,,,,General,,leadership,,leadership n.
2957,league,n.,B2,,,,,,General,,league,,league n.
2958,lean,v.,B2,,,,,,General,,lean,,lean v.
2959,leave,n.,B2,,,,,,General,,leave,,leave n.
2960,level,v.,B2,,,,,,General,,level,,level v.
2961,licence,n.,B2,,,,,,General,,licence,,licence n.
2962,limited,adj.,B2,,,,,,General,,limited,,limited adj.
2963,line,v.,B2,,,,,,General,,line,,line v.
2964,lively,adj.,B2,,,,,,General,,lively,,lively adj.
2965,load,"n., v.",B2,,,,,,General,,load,,"load n., v."
2966,loan,n.,B2,,,,,,General,,loan,,loan n.
2967,logical,adj.,B2,,,,,,General,,logical,,logical adj.
2968,long-term,"adj., adv.",B2,,,,,,General,,long_term,,"long-term adj., adv."
2969,loose,adj.,B2,,,,,,General,,loose,,loose adj.
2970,lord,n.,B2,,,,,,General,,lord,,lord n.
2971,low,n.,B2,,,,,,General,,low,,low n.
2972,lower,v.,B2,,,,,,General,,lower,,lower v.
2973,lung,n.,B2,,,,,,General,,lung,,lung n.
2974,maintain,v.,B2,,,,,,General,,maintain,,maintain v.
2975,majority,n.,B2,,,,,,General,,majority,,majority n.
2976,make,n.,B2,,,,,,General,,make,,make n.
2977,map,v.,B2,,,,,,General,,map,,map v.
2978,mass,"n., adj.",B2,,,,,,General,,mass,,"mass n., adj."
2979,massive,adj.,B2,,,,,,General,,massive,,massive adj.
2980,master,"n., v.",B2,,,,,,General,,master,,"master n., v."
2981,matching,adj.,B2,,,,,,General,,matching,,matching adj.
2982,material,adj.,B2,,,,,,General,,material,,material adj.
2983,maximum,"adj., n.",B2,,,,,,General,,maximum,,"maximum adj., n."
2984,means,n.,B2,,,,,,General,,means,,means n.
2985,measurement,n.,B2,,,,,,General,,measurement,,measurement n.
2986,medium,n.,B2,,,,,,General,,medium,,medium n.
2987,melt,v.,B2,,,,,,General,,melt,,melt v.
2988,military,"adj., n.",B2,,,,,,General,,military,,"military adj., n."
2989,mineral,n.,B2,,,,,,General,,mineral,,mineral n.
2990,minimum,"adj., n.",B2,,,,,,General,,minimum,,"minimum adj., n."
2991,minister,n.,B2,,,,,,General,,minister,,minister n.
2992,minor,adj.,B2,,,,,,General,,minor,,minor adj.
2993,minority,n.,B2,,,,,,General,,minority,,minority n.
2994,mission,n.,B2,,,,,,General,,mission,,mission n.
2995,mistake,v.,B2,,,,,,General,,mistake,,mistake v.
2996,mixed,adj.,B2,,,,,,General,,mixed,,mixed adj.
2997,model,v.,B2,,,,,,General,,model,,model v.
2998,modify,v.,B2,,,,,,General,,modify,,modify v.
2999,monitor,"n., v.",B2,,,,,,General,,monitor,,"monitor n., v."
3000,moral,"adj., n.",B2,,,,,,General,,moral,,"moral adj., n."
3001,motor,"n., adj.",B2,,,,,,General,,motor,,"motor n., adj."
3002,mount,v.,B2,,,,,,General,,mount,,mount v.
3003,multiple,adj.,B2,,,,,,General,,multiple,,multiple adj.
3004,multiply,v.,B2,,,,,,General,,multiply,,multiply v.
3005,mysterious,adj.,B2,,,,,,General,,mysterious,,mysterious adj.
3006,narrow,v.,B2,,,,,,General,,narrow,,narrow v.
3007,national,n.,B2,,,,,,General,,national,,national n.
3008,neat,adj.,B2,,,,,,General,,neat,,neat adj.
3009,negative,n.,B2,,,,,,General,,negative,,negative n.
3010,nerve,n.,B2,,,,,,General,,nerve,,nerve n.
3011,nevertheless,adv.,B2,,,,,,General,,nevertheless,,nevertheless adv.
3012,nightmare,n.,B2,,,,,,General,,nightmare,,nightmare n.
3013,notion,n.,B2,,,,,,General,,notion,,notion n.
3014,numerous,adj.,B2,,,,,,General,,numerous,,numerous adj.
3015,obey,v.,B2,,,,,,General,,obey,,obey v.
3016,object,v.,B2,,,,,,General,,object,,object v.
3017,objective,"n., adj.",B2,,,,,,General,,objective,,"objective n., adj."
3018,obligation,n.,B2,,,,,,General,,obligation,,obligation n.
